TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,Continent,Region,Country,CityName,Attraction,AttractionAddress,AttractionTypeId,AttractionType,VisitModeName
71162,11193,2016,12,3,748,3,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71171,9134,2016,12,5,748,4,1,4,22,114,Africa,Southern Africa,South Africa,Durban,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
71183,1540,2016,12,2,748,2,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71193,2547,2016,12,3,748,3,1,2,9,33,Africa,East Africa,Tanzania,Msasani,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71207,2308,2016,12,2,748,5,2,8,51,929,America,Northern America,United States,Dallas,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71227,5529,2016,7,2,748,4,2,8,51,1457,America,Northern America,United States,Middle Village,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71233,835,2016,12,2,748,3,2,8,48,365,America,Northern America,Canada,Delta,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71246,9836,2016,12,2,748,4,3,14,105,1399,Asia,South East Asia,Philippines,Manila,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71251,10334,2016,12,5,748,3,2,8,51,845,America,Northern America,United States,Charleston,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
71342,10414,2016,11,3,748,5,1,2,6,18,Africa,East Africa,Mauritius,Mauritius,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71358,3304,2016,11,5,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
71361,2646,2016,11,5,748,5,2,8,51,1376,America,Northern America,United States,Los Angeles,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
71362,3875,2016,11,3,748,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71374,7107,2016,11,3,748,4,3,11,71,2387,Asia,East Asia,Japan,Okinawa-shi,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71392,7612,2016,11,4,748,4,2,8,48,306,America,Northern America,Canada,Alberta,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
71398,2039,2016,11,2,748,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71464,7669,2016,10,2,748,5,2,9,54,2209,America,South America,Brazil,Sao Paulo,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71479,7533,2016,10,3,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71490,8998,2016,10,4,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
71498,6432,2016,10,2,748,3,2,8,51,859,America,Northern America,United States,Chicago,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71559,4903,2016,10,4,748,4,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
71598,5014,2016,10,2,748,4,2,8,51,1063,America,Northern America,United States,Fort Lee,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71657,8670,2016,10,2,748,3,1,3,14,49,Africa,North Africa,Egypt,Al Rehab,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71676,1649,2016,9,2,748,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71679,1115,2016,9,2,748,5,5,17,121,2043,Europe,Central Europe,Austria,Vienna,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71702,3222,2016,8,5,748,5,2,8,51,1974,America,Northern America,United States,Tampa,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
71709,7992,2016,9,4,748,4,1,3,14,50,Africa,North Africa,Egypt,Alexandria,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
71717,5931,2016,9,2,748,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71765,12401,2016,9,4,748,4,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
71779,3061,2016,9,2,748,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71804,7977,2016,8,3,748,3,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71829,7161,2016,9,2,748,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71852,9659,2016,3,5,748,5,2,8,51,1061,America,Northern America,United States,fort collins,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
71856,12267,2016,9,3,748,5,2,8,51,1806,America,Northern America,United States,San Francisco,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71884,10334,2016,12,5,748,3,2,8,51,845,America,Northern America,United States,Charleston,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
71908,7107,2016,11,3,748,4,3,11,71,2387,Asia,East Asia,Japan,Okinawa-shi,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
71921,7669,2016,10,2,748,5,2,9,54,2209,America,South America,Brazil,Sao Paulo,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
71926,8998,2016,10,4,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
71972,12401,2016,9,4,748,4,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72001,10751,2016,8,5,748,4,2,8,48,441,America,Northern America,Canada,Montreal,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
72010,7840,2016,8,2,748,4,2,8,48,511,America,Northern America,Canada,Sechelt,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72059,11128,2015,12,2,748,5,2,8,51,1473,America,Northern America,United States,Minneapolis,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72209,2666,2016,7,2,748,5,2,8,48,242,America,Northern America,Canada,Kingston,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72226,5811,2016,7,4,748,5,2,8,51,1459,America,Northern America,United States,Middleton,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72305,480,2016,7,4,748,3,2,8,51,2097,America,Northern America,United States,Westport,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72306,6518,2016,7,3,748,4,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
72311,12425,2016,7,4,748,4,1,3,14,52,Africa,North Africa,Egypt,Cairo,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72329,4350,2016,6,2,748,5,2,8,51,1474,America,Northern America,United States,Minnesota,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72341,9954,2016,7,3,748,5,3,11,71,2409,Asia,East Asia,Japan,Tokyo,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
72354,8042,2016,6,4,748,3,2,8,51,1155,America,Northern America,United States,Harrison,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72362,3857,2016,6,3,748,3,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
72423,2650,2016,6,2,748,5,2,8,51,2025,America,Northern America,United States,Upland,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72548,8156,2016,5,4,748,2,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72554,12094,2016,5,3,748,3,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
72568,2667,2016,2,5,748,4,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
72619,4182,2016,5,4,748,4,1,4,22,106,Africa,Southern Africa,South Africa,Cape Town,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72627,5605,2016,5,5,748,4,2,8,51,1872,America,Northern America,United States,Silver Spring,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
72635,10528,2016,4,4,748,3,2,8,51,1806,America,Northern America,United States,San Francisco,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72661,4660,2016,4,2,748,3,2,8,48,554,America,Northern America,Canada,Vancouver,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72680,12019,2016,4,4,748,5,4,15,109,314,Australia & Oceania,Australia,Australia,Bathurst,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72741,9645,2016,4,2,748,5,2,8,51,2024,America,Northern America,United States,United States,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72758,773,2016,4,2,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72826,3222,2016,3,5,748,5,2,8,51,1974,America,Northern America,United States,Tampa,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
72843,6680,2016,3,4,748,4,2,8,51,879,America,Northern America,United States,Clifton,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72853,10720,2015,7,2,748,5,4,15,109,496,Australia & Oceania,Australia,Australia,Richmond,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
72935,7631,2016,2,3,748,3,3,11,69,2298,Asia,East Asia,China,Shanghai,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
72939,5651,2016,2,5,748,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
72949,7704,2016,2,4,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
72955,2745,2016,2,3,748,4,3,11,69,2294,Asia,East Asia,China,Qingdao,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
72976,3339,2016,1,3,748,4,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
72979,7558,2016,2,2,748,5,3,11,69,2266,Asia,East Asia,China,Beijing,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73028,7202,2016,1,4,748,5,2,8,51,496,America,Northern America,United States,Richmond,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73029,10125,2015,11,4,748,3,2,8,51,1806,America,Northern America,United States,San Francisco,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73044,3898,2016,1,5,748,5,4,15,109,459,Australia & Oceania,Australia,Australia,North Sydney,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
73056,793,2016,1,2,748,5,2,8,51,858,America,Northern America,United States,Cheyenne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73090,6432,2016,1,4,748,4,2,8,51,859,America,Northern America,United States,Chicago,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73160,4551,2016,1,2,748,2,2,8,48,419,America,Northern America,Canada,Langley City,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73219,12774,2015,12,4,748,4,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73233,11099,2015,12,2,748,3,5,21,163,780,Europe,Western Europe,United Kingdom,Brighton,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73275,2510,2015,11,2,748,5,2,8,51,1872,America,Northern America,United States,Silver Spring,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73288,1620,2015,11,2,748,3,2,8,51,394,America,Northern America,United States,Houston,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73300,12329,2015,11,4,748,4,2,8,51,799,America,Northern America,United States,California,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73333,396,2015,11,2,748,3,2,8,51,682,America,Northern America,United States,Arlington,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73352,129,2015,10,4,748,5,2,8,51,950,America,Northern America,United States,Denver,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73378,12028,2015,10,2,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73381,5439,2015,10,2,748,4,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73398,5049,2015,10,2,748,4,2,8,51,1804,America,Northern America,United States,San Diego,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73412,12583,2015,10,2,748,5,5,17,135,583,Europe,Central Europe,Switzerland,Zurich,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73422,7713,2015,10,4,748,4,2,8,51,1161,America,Northern America,United States,Hawley,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73486,7744,2015,10,4,748,5,3,11,69,2282,Asia,East Asia,China,Hong Kong,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73489,6432,2015,3,4,748,5,2,8,51,859,America,Northern America,United States,Chicago,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73518,3111,2015,9,2,748,4,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73520,9343,2015,9,3,748,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
73530,6853,2015,9,2,748,4,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73555,3807,2015,5,3,748,3,2,8,51,1806,America,Northern America,United States,San Francisco,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
73556,8186,2015,9,2,748,3,2,8,48,332,America,Northern America,Canada,Burnaby,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73570,4390,2015,9,4,748,1,5,18,139,1930,Europe,Eastern Europe,Russia,St. Petersburg,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73607,9714,2015,8,2,748,4,4,15,109,1502,Australia & Oceania,Australia,Australia,mountain creek,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73633,2500,2015,7,2,748,3,2,8,51,1222,America,Northern America,United States,Indio,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73706,8655,2015,7,4,748,4,2,8,51,1804,America,Northern America,United States,San Diego,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73715,10247,2015,7,2,748,2,2,8,51,1551,America,Northern America,United States,New York,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73760,274,2015,6,4,748,5,2,8,48,491,America,Northern America,Canada,Red Deer,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73844,1428,2015,5,4,748,5,2,8,51,1795,America,Northern America,United States,Saint Paul,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73846,8677,2015,6,4,748,5,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
73881,5155,2015,5,2,748,4,4,15,109,948,Australia & Oceania,Australia,Australia,Denmark,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73892,3807,2015,5,2,748,3,2,8,51,1806,America,Northern America,United States,San Francisco,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73900,4585,2015,5,2,748,4,2,8,51,1552,America,Northern America,United States,New York City,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73902,979,2015,5,5,748,4,3,14,103,238,Asia,South East Asia,Malaysia,George Town,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
73923,3510,2015,4,3,748,4,4,15,109,459,Australia & Oceania,Australia,Australia,North Sydney,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
73937,4960,2015,3,2,748,3,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73943,9516,2015,2,5,748,5,2,8,48,441,America,Northern America,Canada,Montreal,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
73953,11242,2014,9,2,748,4,5,20,150,692,Europe,Southern Europe,Greece,Athens,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73971,7780,2015,1,2,748,5,4,15,109,535,Australia & Oceania,Australia,Australia,Sydney,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
73973,4061,2015,2,2,748,4,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
74013,11182,2014,12,3,748,5,1,4,22,136,Africa,Southern Africa,South Africa,Johannesburg,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
74025,2129,2014,11,2,748,5,2,8,51,859,America,Northern America,United States,Chicago,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
74034,6882,2014,11,4,748,5,2,8,51,978,America,Northern America,United States,East Brunswick,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
74047,807,2014,11,2,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
74066,4349,2014,10,3,748,5,2,8,51,1290,America,Northern America,United States,Koloa,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
74081,940,2014,9,5,748,4,2,8,51,2062,America,Northern America,United States,Washington,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
74084,3775,2014,10,5,748,5,2,8,48,489,America,Northern America,Canada,Quebec City,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
74110,8068,2014,9,5,748,4,2,8,51,652,America,Northern America,United States,Albuquerque,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Solo
74112,3758,2014,9,2,748,5,2,8,51,1422,America,Northern America,United States,Maury,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
74121,10558,2014,9,4,748,5,4,15,109,1434,Australia & Oceania,Australia,Australia,Melbourne,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
74150,6470,2014,8,2,748,4,5,21,163,426,Europe,Western Europe,United Kingdom,London,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
74160,5143,2014,7,3,748,5,5,21,162,667,Europe,Western Europe,Netherlands,Amsterdam,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Family
74167,3010,2014,7,4,748,4,2,8,48,554,America,Northern America,Canada,Vancouver,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Friends
74181,583,2014,6,2,748,4,5,21,163,743,Europe,Western Europe,United Kingdom,Birmingham,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
74222,724,2014,3,2,748,5,2,8,51,965,America,Northern America,United States,Dripping Springs,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
74264,1766,2013,8,2,748,4,2,8,51,845,America,Northern America,United States,Charleston,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
74301,12033,2013,1,2,748,3,3,14,105,1399,Asia,South East Asia,Philippines,Manila,Tegalalang Rice Terrace,"Jalan Raya Ceking, Tegalalang 80517 Indonesia",72,Points of Interest & Landmarks,Couples
